,movie_title,sentiment,tomatometer_rating
1764,Sharknado: The 4th Awakens,negative,2
1765,She Hate Me,negative,2
1766,Sherrybaby,negative,8
1767,She's Out of My League,negative,6
1768,She's the Man,negative,5
1769,The Shipping News,negative,6
1770,Shirkers,negative,10
1771,Shooter,negative,5
1772,Siberia,negative,2
1773,Siddharth,negative,10
1774,The Signal,negative,6
1775,Silent Hill: Revelation,negative,2
1776,Silver City,negative,5
1777,Simon Birch,negative,5
1778,Simon Killer,negative,8
1779,Simon Sez,negative,1
1780,Simpatico,negative,3
1781,Sin City,negative,8
1782,Single White Female,negative,6
1783,Sinister 2,negative,2
1784,"Six Days, Seven Nights",negative,4
1785,Sketches of Frank Gehry,negative,9
1786,Skills Like This,negative,6
1787,Skins,negative,6
1788,The Slaughter Rule,negative,8
1789,Slaughterhouse Rulez,negative,4
1790,Slay the Dragon,negative,10
1791,Sleep Dealer,negative,8
1792,Sleepaway Camp,negative,8
1793,Sleeping Beauty,negative,5
1794,Sleeping with Other People,negative,7
1795,Sleepwalking,negative,2
1796,Slender Man,negative,1
1797,Slither,negative,9
1798,Slow Burn,negative,2
1799,Small Soldiers,negative,5
1800,Small Time Crooks,negative,7
1801,Smokin' Aces,negative,4
1802,Smurfs: The Lost Village,negative,5
1803,Snow Day,negative,3
1804,Snow Dogs,negative,3
1805,Snow White and the Huntsman,negative,5
1806,Solo,negative,1
1807,Solo: A Star Wars Story,negative,8
1808,Some Like It Hot,negative,10
1809,Something Borrowed,negative,2
1810,Son Of God,negative,3
1811,Son of the Mask,negative,1
1812,Sorority Boys,negative,2
1813,"Sorry, Haters",negative,4
1814,Soul Plane,negative,2
1815,Soul Survivors,negative,1
1816,A Sound of Thunder,negative,1
1817,Special Correspondents,negative,2
1818,Species II,negative,1
1819,Speed 2 - Cruise Control,negative,1
1820,Spike Island,negative,5
1821,Spinning Into Butter,negative,2
1822,Split,negative,8
1823,Spotlight,negative,10
1824,Springsteen on Broadway,negative,10
1825,Spun,negative,4
1826,Spy Game,negative,7
1827,Spy Hard,negative,1
1828,The Spy Next Door,negative,2
1829,St. Agatha,negative,7
1830,Stand by Me,negative,10
1831,Stand Up Guys,negative,4
1832,Star Trek Generations,negative,5
1833,Star Trek V - The Final Frontier,negative,3
1834,Star Wars: The Rise of Skywalker,negative,6
1835,Stardust Memories,negative,7
1836,Starman,negative,9
1837,State Like Sleep,negative,4
1838,Stateside,negative,3
1839,Stations of the Cross,negative,10
1840,Staying Alive,negative,1
1841,Steal This Movie,negative,6
1842,Step Up,negative,3
1843,The Stepford Wives,negative,3
1844,Stephen King's It,negative,7
1845,Steve Jobs: Man in the Machine,negative,8
1846,Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life,negative,10
1847,Stevie,negative,10
1848,Stigmata,negative,3
1849,Stoker,negative,8
1850,Stonewall,negative,1
1851,The Stoning of Soraya M.,negative,6
1852,Stop! Or My Mom Will Shoot,negative,1
1853,The Story of Us,negative,3
1854,Strange Wilderness,negative,1
1855,A Stranger Among Us,negative,3
1856,Stranger Than Fiction,negative,8
1857,Stratton,negative,1
1858,Street Fighter: The Legend of Chun-Li,negative,1
1859,Stripes,negative,9
1860,Striptease,negative,2
1861,Stuber,negative,5
1862,Stuck,negative,8
1863,Submergence,negative,3
1864,Suburbicon,negative,3
1865,Suicide Squad,negative,3
1866,The Sum of All Fears,negative,7
1867,Summer Catch,negative,1
1868,Summerland,negative,8
1869,Sunlight Jr.,negative,7
1870,Superbabies: Baby Geniuses 2,negative,1
1871,Super Size Me 2: Holy Chicken!,negative,8
1872,Super Troopers 2,negative,4
1873,Superman III,negative,3
1874,Superman IV: The Quest for Peace,negative,2
1875,Surveillance,negative,6
1876,Survival of the Dead,negative,4
1877,Surviving Christmas,negative,1
1878,Suspect Zero,negative,2
1879,Sweet Sixteen,negative,10
1880,The Sweetest Thing,negative,3
1881,Swimfan,negative,2
1882,Swimming with Sharks,negative,8
1883,Switchback,negative,4
1884,Sympathy for Lady Vengeance,negative,8
1885,Sympathy for Mr. Vengeance,negative,6
1886,System Crasher ,negative,10
1887,Tae Guk Gi: The Brotherhood of War,negative,9
1888,Taken 3,negative,2
1889,Taking Sides: Le cas Furtwängler,negative,8
1890,The Talented Mr. Ripley,negative,9
1891,Tall Tale,negative,6
1892,Tamara Drewe,negative,7
1893,Tango & Cash,negative,4
1894,Targets,negative,9
1895,Taxi,negative,1
1896,Teaching Mrs. Tingle,negative,2
1897,Ted 2,negative,5
1898,Teen Wolf,negative,5
1899,Teenage Mutant Ninja Turtles,negative,3
1900,Teenage Mutant Ninja Turtles II - The Secret of the Ooze,negative,4
1901,Teenage Mutant Ninja Turtles III,negative,3
1902,Tel Aviv on Fire,negative,10
1903,Tell It to the Bees,negative,6
1904,Tell Me Who I Am,negative,10
1905,Tenacious D in The Pick of Destiny,negative,6
1906,Terminal,negative,3
1907,Terms of Endearment,negative,8
1908,Tetro,negative,8
1909,Texas Chainsaw,negative,2
1910,The Texas Chainsaw Massacre,negative,4
1911,The Texas Chainsaw Massacre 2,negative,5
1912,Thank You for Your Service,negative,8
1913,That Awkward Moment,negative,3
1914,La demoiselle d'honneur ,negative,10
1915,The Eagle,negative,4
1916,The Evil Dead,negative,10
1917,The Family That Preys,negative,6
1918,The Foot Fist Way,negative,6
1919,The Heart Is Deceitful Above All Things,negative,5
1920,The Man,negative,2
1921,The Safety of Objects,negative,6
1922,The ABCs of Death,negative,4
1923,The Act Of Killing,negative,10
1924,The Addams Family,negative,5
1925,The Adderall Diaries,negative,3
1926,The Apparition,negative,1
1927,The Art of Getting By,negative,2
1928,The Art of Racing in the Rain,negative,5
1929,The Assignment,negative,4
1930,The Audition ,negative,8
1931,The Autopsy of Jane Doe,negative,9
1932,The Bad Batch,negative,5
1933,The Ballad of Buster Scruggs,negative,10
1934,The Band's Visit,negative,10
1935,The Bay,negative,8
1936,The Bay of Silence,negative,6
1937,The Beach Bum,negative,6
1938,The Beatles: Eight Days a Week - The Touring Years,negative,10
1939,The Believer,negative,9
1940,The Big Wedding,negative,1
1941,The Birth of a Nation,negative,8
1942,The Bling Ring,negative,6
1943,The Bodyguard,negative,4
1944,The Book of Henry,negative,3
1945,The Boss Baby,negative,6
1946,The Boy,negative,4
1947,The Brady Bunch Movie,negative,7
1948,The Bronze,negative,4
1949,The Brothers Grimsby,negative,4
1950,The Campaign,negative,7
1951,The Captain ,negative,9
1952,The Cartel,negative,5
1953,The Change-Up,negative,3
1954,The Chaser ,negative,9
1955,The Cherry Orchard,negative,6
1956,The Children Act,negative,8
1957,The China Hustle,negative,8
1958,The Clovehitch Killer,negative,8
1959,The Collection,negative,4
1960,The Colony,negative,3
1961,The Company You Keep,negative,6
1962,The Crocodile Hunter: Collision Course,negative,6
1963,The Cured,negative,7
1964,The Curse of La Llorona,negative,3
1965,The Dark Tower,negative,2
1966,The Darkest Minds,negative,2
1967,The Day Shall Come,negative,7
1968,The Death of Dick Long,negative,8
1969,The Death of Stalin,negative,10
1970,The Descent 2,negative,6
1971,The Devil Inside,negative,1
1972,The Devil's Double,negative,6
1973,The Dinner,negative,5
1974,The Disappointments Room,negative,1
1975,The Divergent Series: Allegiant,negative,2
1976,The Double,negative,3
1977,The Edge of Democracy,negative,10
1978,The Equalizer,negative,6
1979,Evil Dead,negative,7
1980,The Eyes of My Mother,negative,8
1981,The Face Of An Angel,negative,4
1982,The Fall of the House of Usher,negative,10
1983,The Family,negative,3
1984,The Family Fang,negative,9
1985,The Fanatic,negative,2
1986,The Fearless Vampire Killers,negative,7
1987,The First Purge,negative,6
1988,The Flowers of War,negative,5
1989,The Fluffer,negative,5
1990,The Fog of War: Eleven Lessons from the Life of Robert S. McNamara,negative,10
1991,The Forest,negative,2
1992,The Future,negative,8
1993,The Gallows,negative,2
1994,The Garden Left Behind,negative,10
1995,Hemingway's Garden of Eden,negative,1
1996,The Girl on the Train,negative,5
1997,The Girl,negative,8
1998,The Girl Who Kicked the Hornet's Nest,negative,6
1999,"The Good, the Bad, the Weird ",negative,9
2000,The Green Inferno,negative,4
2001,The Grey Zone,negative,7
2002,The Grudge,negative,5
2003,The Guest,negative,10
2004,The Guilt Trip,negative,4
2005,The Gunman,negative,2
2006,The Hallow ,negative,8
2007,The Hateful Eight,negative,8
2008,The Haunting of Sharon Tate,negative,2
2009,The Hitman's Bodyguard,negative,5
2010,The Host,negative,1
2011,The House of the Devil,negative,9
2012,The Human Centipede II ,negative,3
2013,The Humbling,negative,6
2014,The Hunger Games: Mockingjay - Part 1,negative,7
2015,The Hunger Games: Mockingjay - Part 2,negative,7
2016,The Hunter,negative,8
2017,The Huntsman: Winter's War,negative,2
2018,The Imitation Game,negative,9
2019,The Intended,negative,4
2020,The Internet's Own Boy: The Story of Aaron Swartz,negative,10
2021,The Internship,negative,4
2022,The Invisible Man,negative,10
2023,The Ivory Game,negative,9
2024,The Kid,negative,5
2025,The Kid,negative,5
2026,The Kill Team,negative,10
2027,The Kindergarten Teacher ,negative,8
2028,The King,negative,6
2029,The Last Exorcism Part II,negative,2
2030,The Last Of Robin Hood,negative,3
2031,The Last Shot,negative,7
2032,The Last Witch Hunter,negative,2
2033,The Laundromat,negative,5
2034,The Legend of Hercules,negative,1
2035,The Lego Ninjago Movie,negative,6
2036,The Little Death,negative,7
2037,The Lobster,negative,9
2038,The Loft,negative,2
2039,The Long Dumb Road,negative,8
2040,The Long Good Friday,negative,10
2041,The Longest Ride,negative,4
2042,The Look of Silence,negative,10
2043,The Love Letter,negative,4
2044,The Man Who Killed Hitler and Then The Bigfoot,negative,8
2045,The Man Who Knew Infinity,negative,7
2046,The Man With the Iron Fists,negative,6
2047,The Marriage of Maria Braun ,negative,10
2048,The Messengers,negative,2
2049,The Mind's Eye,negative,7
2050,The Mule,negative,8
2051,The Night Comes For Us,negative,10
2052,The Night Listener,negative,5
2053,The Nightmare,negative,7
2054,The November Man,negative,4
2055,The Number 23,negative,1
2056,The Nut Job,negative,2
2057,The Nut Job 2: Nutty by Nature,negative,2
2058,The Odd Life of Timothy Green,negative,4
2059,The Ones Below,negative,8
2060,The Oranges,negative,4
2061,The Other Side of Heaven,negative,4
2062,The Other Woman,negative,4
2063,The Package,negative,5
2064,The Painted Bird,negative,9
2065,The Painter and the Thief,negative,10
2066,The Predator,negative,4
2067,The Prince & Me,negative,3
2068,The Prodigy,negative,5
2069,The Professor,negative,2
2070,The Purge: Anarchy,negative,6
2071,The Pyramid,negative,2
2072,The Quiet Ones,negative,4
2073,The Raven,negative,3
2074,The Real Dirt on Farmer John,negative,9
2075,The Riot Club ,negative,7
2076,The Robber,negative,8
2077,The Ruins,negative,5
2078,The Runaways,negative,7
2079,The Sacrament,negative,7
2080,The Salesman ,negative,10
2081,The Samaritan,negative,3
2082,The Santa Clause 2,negative,6
2083,The Sea of Trees,negative,2
2084,The Secret: Dare to Dream,negative,3
2085,The Secret Life Of Walter Mitty,negative,6
2086,The Secret Life of Words,negative,7
2087,The Shallows,negative,8
2088,The Silence,negative,9
2089,The Silence,negative,4
2090,The Single Moms Club,negative,2
2091,The Sitter,negative,3
2092,The Smurfs 2,negative,2
2093,The Snowtown Murders,negative,9
2094,The Son of No One,negative,2
2095,The Standoff at Sparrow Creek,negative,8
2096,The Strange Color of Your Body's Tears,negative,6
2097,The Strangers,negative,5
2098,The Strangers: Prey At Night,negative,4
2099,The Sun Is Also a Star,negative,6
2100,The Sunset Limited,negative,7
2101,The Sweeney,negative,5
2102,The Tillman Story,negative,10
2103,The Tree,negative,8
2104,The Tribe,negative,9
2105,The Upside,negative,5
2106,The Villainess ,negative,9
2107,The Virginity Hit,negative,3
2108,The Voices,negative,8
2109,The Void,negative,8
2110,The Wave,negative,7
2111,The We and the I,negative,8
2112,The Whistleblower,negative,8
2113,The Whole Truth,negative,4
2114,The Wicker Man,negative,9
2115,The Wicker Man,negative,2
2116,The Wind Will Carry Us,negative,10
2117,The Wolverine,negative,8
2118,The Woman,negative,8
2119,The Woman in Black 2 Angel of Death,negative,3
2120,The Wrong Missy,negative,4
2121,The Young Karl Marx ,negative,7
2122,Them,negative,7
2123,Stephen King's 'Thinner',negative,2
2124,Thirteen,negative,9
2125,This Is Not a Film,negative,10
2126,Thor: The Dark World,negative,7
2127,Thoroughbreds,negative,9
2128,Three...Extremes ,negative,9
2129,THX 1138,negative,9
2130,Tigertail,negative,9
2131,Till Human Voices Wake Us,negative,3
2132,Time of the Wolf,negative,7
2133,Time Regained,negative,8
2134,Time Share ,negative,9
2135,Timeline,negative,2
2136,Tiny Furniture,negative,9
2137,Rage,negative,2
2138,Tomorrowland,negative,6
2139,Tone-Deaf,negative,5
2140,Too Big to Fail,negative,8
2141,Tower,negative,10
2142,The Towering Inferno,negative,7
2143,Town & Country,negative,2
2144,The Toxic Avenger,negative,8
2145,Trailer Park Boys: The Movie,negative,6
2146,Trainspotting,negative,10
2147,Traitor,negative,7
2148,The Transformers - The Movie,negative,6
2149,Transporter 3,negative,4
2150,Trash Humpers,negative,6
2151,The Treatment,negative,7
2152,Trespass,negative,1
2153,Trespass Against Us,negative,6
2154,Triple Frontier,negative,8
2155,Triumph des Willens ,negative,9
2156,Trudell,negative,4
2157,True Stories,negative,8
2158,The Trumpet of the Swan,negative,2
2159,Truth,negative,7
2160,Tulip Fever,negative,2
2161,Tusk,negative,5
2162,The TV Set,negative,7
2163,Twelve,negative,1
2164,Twelve and Holding,negative,8
2165,The Twilight Saga: New Moon,negative,3
2166,Twilight Zone: The Movie,negative,6
2167,Twin Dragons  ,negative,5
2168,Twin Peaks - Fire Walk with Me,negative,7
2169,Twisted,negative,1
2170,Two Weeks,negative,2
2171,Tyler Perry's A Fall from Grace,negative,2
2172,Tyler Perry's A Madea Christmas,negative,3
2173,Tyler Perry's A Madea Family Funeral,negative,2
2174,Tyler Perry's Acrimony,negative,2
2175,Tyler Perry's Good Deeds,negative,4
2176,Tyrannosaur,negative,9
2177,Tyrel,negative,7
2178,The Ugly Truth,negative,2
2179,The Ultimate Gift,negative,4
2180,Unbreakable,negative,8
2181,Uncertainty,negative,6
2182,Uncut Gems,negative,10
2183,Under Our Skin,negative,9
2184,Under Siege 2: Dark Territory,negative,4
2185,Underdog,negative,2
2186,Unfinished Business,negative,2
2187,Unfriended,negative,7
2188,The Uninvited,negative,4
2189,The United States of Leland,negative,4
2190,Universal Soldier: Day of Reckoning,negative,6
2191,Universal Soldier: The Return,negative,1
2192,Unlocked,negative,3
2193,Unplanned,negative,5
2194,Unstrung Heroes,negative,8
2195,Untamed Heart,negative,6
2196,,negative,7
2197,Client 9: The Rise and Fall of Eliot Spitzer,negative,10
2198,Untouchable,negative,9
2199,Up in Smoke,negative,5
2200,Uptown Girls,negative,2
2201,Urban Legends: Final Cut,negative,1
2202,U.S. Marshals,negative,3
2203,The Usual Suspects,negative,9
2204,Vacancy,negative,6
2205,Valentine,negative,2
2206,Valhalla Rising,negative,8
2207,Vampire Academy,negative,2
2208,Vampire in Brooklyn,negative,2
2209,Cirque du Freak: The Vampire's Assistant,negative,4
2210,Vampyr - Der Traum des Allan Grey,negative,10
2211,Van Helsing,negative,3
2212,Van Wilder: The Rise of Taj ,negative,1
2213,Vanilla Sky,negative,5
2214,Varsity Blues,negative,5
2215,Vatel,negative,4
2216,Velvet Goldmine,negative,6
2217,Venom,negative,4
2218,Vertigo,negative,10
2219,Very Bad Things,negative,5
2220,A Very Harold & Kumar Christmas,negative,7
2221,V/H/S: Viral,negative,4
2222,Vice,negative,1
2223,Videodrome,negative,9
2224,View from the Top,negative,2
2225,A View to a Kill,negative,4
2226,The Village,negative,5
2227,The Virgin Suicides,negative,8
2228,Viva Riva!,negative,9
2229,Voice from the Stone,negative,4
2230,Vulgar,negative,3
2231,Wag the Dog,negative,9
2232,Waist Deep,negative,3
2233,Waiting for Guffman,negative,10
2234,Waiting for Superman,negative,10
2235,Waiting for the Barbarians,negative,6
2236,Waiting to Exhale,negative,6
2237,Walk Of Shame,negative,2
2238,A Walk to Remember,negative,3
2239,Walking on Sunshine,negative,4
2240,Walking With Dinosaurs,negative,3
2241,War ,negative,2
2242,Warcraft,negative,3
2243,Wasabi,negative,5
2244,Wassup Rockers,negative,4
2245,Water,negative,10
2246,Waterworld,negative,5
2247,Waves,negative,9
2248,We Don't Live Here Anymore,negative,7
2249,Web Junkie,negative,8
2250,The Wedding Date,negative,2
2251,Weekend at Bernie's II,negative,2
2252,Weirdsville,negative,6
2253,We're The Millers,negative,5
2254,West of Memphis,negative,10
2255,What Lies Beneath,negative,5
2256,What Maisie Knew,negative,9
2257,What Richard Did,negative,10
2258,What We Did on Our Holiday,negative,8
2259,Whatever Works,negative,6
2260,What's Cooking?,negative,6
2261,What's Eating Gilbert Grape,negative,10
2262,What's Your Number?,negative,3
2263,When the Bough Breaks,negative,2
2264,Where in the World Is Osama Bin Laden?,negative,4
2265,Where Is Kyra?,negative,9
2266,Where the Truth Lies,negative,5
2267,Where's My Roy Cohn?,negative,9
2268,Whipped,negative,2
2269,Whiskey Tango Foxtrot,negative,7
2270,White Chicks,negative,2
2271,The White Countess,negative,5
2272,White Heat,negative,10
2273,White House Down,negative,6
2274,The White Ribbon ,negative,9
2275,Whitney,negative,9
2276,Who Killed Nancy?,negative,4
2277,Who Killed the Electric Car?,negative,9
2278,Who's Afraid of Virginia Woolf?,negative,10
2279,Who's Your Caddy?,negative,1
2280,Why Don't You Play in Hell?,negative,9
2281,Why Him?,negative,4
2282,Wicker Park,negative,3
2283,Wild Hogs,negative,2
2284,Willard,negative,7
2285,Willow Creek,negative,9
2286,Wind Chill,negative,5
2287,The Wind That Shakes the Barley,negative,10
2288,Wing Commander,negative,2
2289,Winnie the Pooh,negative,10
2290,Winter Solstice,negative,7
2291,Winter's Tale,negative,2
2292,Wish Upon,negative,2
2293,Witless Protection,negative,1
2294,Wolf Creek,negative,6
2295,Wolf Creek 2,negative,6
2296,Wolfen,negative,8
2297,Wolke Neun ,negative,9
2298,Woman Thou Art Loosed,negative,6
2299,Woman Walks Ahead,negative,6
2300,Wonder,negative,9
2301,The Woodsman,negative,9
2302,Wrong,negative,7
2303,Wrong Turn,negative,5
2304,The X-Files: I Want to Believe ,negative,4
2305,Xanadu,negative,3
2306,xXx: Return of Xander Cage,negative,5
2307,Year One,negative,2
2308,Yella,negative,9
2309,Yogi Bear,negative,2
2310,Yonkers Joe,negative,6
2311,You Don't Mess With the Zohan,negative,4
2312,The Young Victoria,negative,8
2313,Your Friends & Neighbors,negative,8
2314,"Yours, Mine & Ours",negative,1
2315,Yu-Gi-Oh!: The Movie,negative,1
2316,Z For Zachariah,negative,8
2317,Zaytoun,negative,5
2318,Zero Days,negative,10
2319,Zerophilia,negative,3
2320,Zombeavers,negative,7
2321,Zombie Strippers,negative,4
2322,Zookeeper,negative,2
